,class,BrdIndx,Area,Round,Bright,Compact,ShpIndx,Mean_G,Mean_R,Mean_NIR,SD_G,SD_R,SD_NIR,LW,GLCM1,Rect,GLCM2,Dens,Assym,NDVI,BordLngth,GLCM3,BrdIndx_40,Area_40,Round_40,Bright_40,Compact_40,ShpIndx_40,Mean_G_40,Mean_R_40,Mean_NIR_40,SD_G_40,SD_R_40,SD_NIR_40,LW_40,GLCM1_40,Rect_40,GLCM2_40,Dens_40,Assym_40,NDVI_40,BordLngth_40,GLCM3_40,BrdIndx_60,Area_60,Round_60,Bright_60,Compact_60,ShpIndx_60,Mean_G_60,Mean_R_60,Mean_NIR_60,SD_G_60,SD_R_60,SD_NIR_60,LW_60,GLCM1_60,Rect_60,GLCM2_60,Dens_60,Assym_60,NDVI_60,BordLngth_60,GLCM3_60,BrdIndx_80,Area_80,Round_80,Bright_80,Compact_80,ShpIndx_80,Mean_G_80,Mean_R_80,Mean_NIR_80,SD_G_80,SD_R_80,SD_NIR_80,LW_80,GLCM1_80,Rect_80,GLCM2_80,Dens_80,Assym_80,NDVI_80,BordLngth_80,GLCM3_80,BrdIndx_100,Area_100,Round_100,Bright_100,Compact_100,ShpIndx_100,Mean_G_100,Mean_R_100,Mean_NIR_100,SD_G_100,SD_R_100,SD_NIR_100,LW_100,GLCM1_100,Rect_100,GLCM2_100,Dens_100,Assym_100,NDVI_100,BordLngth_100,GLCM3_100,BrdIndx_120,Area_120,Round_120,Bright_120,Compact_120,ShpIndx_120,Mean_G_120,Mean_R_120,Mean_NIR_120,SD_G_120,SD_R_120,SD_NIR_120,LW_120,GLCM1_120,Rect_120,GLCM2_120,Dens_120,Assym_120,NDVI_120,BordLngth_120,GLCM3_120,BrdIndx_140,Area_140,Round_140,Bright_140,Compact_140,ShpIndx_140,Mean_G_140,Mean_R_140,Mean_NIR_140,SD_G_140,SD_R_140,SD_NIR_140,LW_140,GLCM1_140,Rect_140,GLCM2_140,Dens_140,Assym_140,NDVI_140,BordLngth_140,GLCM3_140
86,tree ,2.79,137,1.49,149.5,2.48,2.86,210.74,111.4,126.35,13.11,8.49,9.73,1.18,0.67,0.59,6.68,1.61,0.34,0.31,134,2767.2,3.11,1197,2.04,150.77,3.24,3.24,206.39,115.32,130.59,25.59,22.5,22.8,1.56,0.79,0.42,8.18,1.3,0.69,0.28,448,1338.03,3.11,1197,2.04,150.77,3.24,3.24,206.39,115.32,130.59,25.59,22.5,22.8,1.56,0.79,0.42,8.18,1.3,0.69,0.28,448,1338.03,2.83,3306,1.87,138.62,2.4,2.85,194.89,102.55,118.42,29.59,24.52,25.65,1.12,0.88,0.62,8.7,1.78,0.35,0.31,656,826.91,2.83,3306,1.87,138.62,2.4,2.85,194.89,102.55,118.42,29.59,24.52,25.65,1.12,0.88,0.62,8.7,1.78,0.35,0.31,656,826.91,2.83,3306,1.87,138.62,2.4,2.85,194.89,102.55,118.42,29.59,24.52,25.65,1.12,0.88,0.62,8.7,1.78,0.35,0.31,656,826.91,2.83,3306,1.87,138.62,2.4,2.85,194.89,102.55,118.42,29.59,24.52,25.65,1.12,0.88,0.62,8.7,1.78,0.35,0.31,656,826.91
87,asphalt ,2.68,332,1.35,82.16,2.6,3.02,70.0,85.53,90.95,5.8,5.64,5.66,2.39,0.49,0.61,6.24,1.38,0.85,-0.1,220,3499.89,3.31,1630,1.5,74.83,1.77,3.65,62.15,78.31,84.04,8.95,9.19,9.46,2.22,0.52,0.74,7.02,1.67,0.75,-0.12,590,3390.01,3.31,1630,1.5,74.83,1.77,3.65,62.15,78.31,84.04,8.95,9.19,9.46,2.22,0.52,0.74,7.02,1.67,0.75,-0.12,590,3390.01,3.31,1630,1.5,74.83,1.77,3.65,62.15,78.31,84.04,8.95,9.19,9.46,2.22,0.52,0.74,7.02,1.67,0.75,-0.12,590,3390.01,4.53,7705,1.84,73.81,2.53,4.9,65.51,74.55,81.38,19.35,20.91,20.2,2.14,0.78,0.64,8.0,1.51,0.83,-0.06,1722,1441.25,4.45,9858,1.81,69.31,2.47,4.81,62.17,69.44,76.31,21.06,23.07,22.47,2.17,0.82,0.56,8.16,1.4,0.81,-0.06,1912,1245.09,4.45,9858,1.81,69.31,2.47,4.81,62.17,69.44,76.31,21.06,23.07,22.47,2.17,0.82,0.56,8.16,1.4,0.81,-0.06,1912,1245.09
88,building ,1.88,1908,1.06,144.81,1.68,1.91,123.42,156.19,154.83,7.24,7.37,7.36,1.28,0.48,0.92,6.72,2.17,0.33,-0.12,334,3085.07,1.87,1918,1.05,145.02,1.67,1.9,123.62,156.39,155.04,7.77,7.93,7.89,1.28,0.49,0.91,6.74,2.16,0.34,-0.12,332,2732.25,1.87,1918,1.05,145.02,1.67,1.9,123.62,156.39,155.04,7.77,7.93,7.89,1.28,0.49,0.91,6.74,2.16,0.34,-0.12,332,2732.25,1.87,1918,1.05,145.02,1.67,1.9,123.62,156.39,155.04,7.77,7.93,7.89,1.28,0.49,0.91,6.74,2.16,0.34,-0.12,332,2732.25,1.87,1918,1.05,145.02,1.67,1.9,123.62,156.39,155.04,7.77,7.93,7.89,1.28,0.49,0.91,6.74,2.16,0.34,-0.12,332,2732.25,1.87,1918,1.05,145.02,1.67,1.9,123.62,156.39,155.04,7.77,7.93,7.89,1.28,0.49,0.91,6.74,2.16,0.34,-0.12,332,2732.25,1.87,1918,1.05,145.02,1.67,1.9,123.62,156.39,155.04,7.77,7.93,7.89,1.28,0.49,0.91,6.74,2.16,0.34,-0.12,332,2732.25
89,building ,1.57,3552,0.46,213.22,1.32,1.6,173.03,229.84,236.8,5.5,5.54,5.63,1.4,0.11,0.94,6.24,2.3,0.31,-0.14,382,3756.06,1.46,4651,0.67,212.66,1.15,1.5,172.66,229.21,236.11,6.45,6.31,6.53,1.54,0.33,0.94,6.4,2.2,0.46,-0.14,410,3132.13,1.46,4651,0.67,212.66,1.15,1.5,172.66,229.21,236.11,6.45,6.31,6.53,1.54,0.33,0.94,6.4,2.2,0.46,-0.14,410,3132.13,1.46,4651,0.67,212.66,1.15,1.5,172.66,229.21,236.11,6.45,6.31,6.53,1.54,0.33,0.94,6.4,2.2,0.46,-0.14,410,3132.13,1.46,4651,0.67,212.66,1.15,1.5,172.66,229.21,236.11,6.45,6.31,6.53,1.54,0.33,0.94,6.4,2.2,0.46,-0.14,410,3132.13,1.46,4651,0.67,212.66,1.15,1.5,172.66,229.21,236.11,6.45,6.31,6.53,1.54,0.33,0.94,6.4,2.2,0.46,-0.14,410,3132.13,1.46,4651,0.67,212.66,1.15,1.5,172.66,229.21,236.11,6.45,6.31,6.53,1.54,0.33,0.94,6.4,2.2,0.46,-0.14,410,3132.13
90,tree ,3.42,500,1.8,46.92,3.33,4.2,66.01,33.9,40.85,9.96,6.58,6.91,3.62,0.68,0.44,7.09,0.92,0.93,0.32,376,2922.25,3.28,816,2.21,53.63,3.25,4.13,76.47,38.16,46.27,19.73,10.51,11.81,3.87,0.81,0.44,7.72,0.94,0.93,0.33,472,1494.91,3.31,1131,1.79,61.73,3.84,3.64,86.82,44.77,53.59,28.81,17.93,18.89,2.35,0.85,0.47,8.2,1.17,0.88,0.32,490,1132.99,2.87,1217,1.81,65.3,3.57,3.17,92.5,47.07,56.32,35.06,19.41,20.93,2.35,0.89,0.52,8.34,1.22,0.88,0.33,442,825.07,2.76,3087,1.52,62.21,2.54,3.08,85.19,46.54,54.91,41.25,20.05,21.41,2.55,0.92,0.63,8.75,1.3,0.9,0.29,684,602.76,2.76,3087,1.52,62.21,2.54,3.08,85.19,46.54,54.91,41.25,20.05,21.41,2.55,0.92,0.63,8.75,1.3,0.9,0.29,684,602.76,2.76,3087,1.52,62.21,2.54,3.08,85.19,46.54,54.91,41.25,20.05,21.41,2.55,0.92,0.63,8.75,1.3,0.9,0.29,684,602.76
91,concrete ,2.76,789,2.49,243.37,3.7,3.04,225.25,252.69,252.17,9.14,4.19,4.53,2.14,0.51,0.53,6.81,1.27,0.83,-0.06,342,2832.78,2.97,1050,2.4,242.63,4.06,3.07,228.34,249.67,249.89,11.49,10.03,8.68,1.46,0.61,0.53,7.1,1.37,0.61,-0.04,398,2332.53,2.76,2563,2.41,241.88,3.14,2.8,223.41,251.02,251.22,10.31,7.67,6.83,1.29,0.63,0.47,7.05,1.47,0.58,-0.06,568,2222.42,3.17,2890,2.24,240.83,2.93,3.21,224.82,248.57,249.09,12.84,13.37,12.01,1.23,0.63,0.51,7.23,1.55,0.44,-0.05,690,2132.73,4.04,3277,2.71,238.66,3.46,4.1,224.93,245.7,245.35,13.49,16.73,17.06,1.21,0.62,0.49,7.36,1.44,0.42,-0.04,938,2186.46,2.43,6826,1.24,242.21,1.68,2.45,228.26,249.3,249.06,11.38,12.39,12.63,1.19,0.66,0.7,7.21,2.05,0.35,-0.04,810,1937.95,2.43,6826,1.24,242.21,1.68,2.45,228.26,249.3,249.06,11.38,12.39,12.63,1.19,0.66,0.7,7.21,2.05,0.35,-0.04,810,1937.95
92,grass ,2.71,532,1.41,139.19,2.39,3.06,161.88,126.94,128.76,8.71,7.13,7.21,2.35,0.64,0.71,6.62,1.46,0.84,0.12,282,1985.1,3.44,1032,1.4,136.07,2.63,3.64,158.68,123.65,125.88,9.22,8.07,7.89,1.78,0.72,0.71,6.95,1.8,0.54,0.12,468,1854.6,3.21,1435,1.13,132.66,2.37,3.3,158.36,117.89,121.72,8.82,12.68,10.52,1.36,0.71,0.81,6.95,2.08,0.21,0.15,500,1928.76,3.24,6898,1.21,143.48,2.11,3.51,169.13,128.65,132.66,12.32,13.02,11.72,2.22,0.81,0.65,7.49,1.68,0.79,0.14,1166,1278.47,3.24,6898,1.21,143.48,2.11,3.51,169.13,128.65,132.66,12.32,13.02,11.72,2.22,0.81,0.65,7.49,1.68,0.79,0.14,1166,1278.47,3.24,6898,1.21,143.48,2.11,3.51,169.13,128.65,132.66,12.32,13.02,11.72,2.22,0.81,0.65,7.49,1.68,0.79,0.14,1166,1278.47,3.24,6898,1.21,143.48,2.11,3.51,169.13,128.65,132.66,12.32,13.02,11.72,2.22,0.81,0.65,7.49,1.68,0.79,0.14,1166,1278.47
93,tree ,1.21,75,0.96,141.11,1.49,1.33,188.56,111.53,123.23,22.95,17.29,17.13,1.75,0.7,0.74,6.34,1.57,0.73,0.26,46,2349.4,1.05,107,0.4,134.72,1.18,1.11,175.3,110.39,118.46,39.82,35.29,33.48,1.56,0.8,0.92,6.7,1.89,0.47,0.23,46,1448.45,3.11,1616,2.14,171.08,3.71,4.07,201.11,153.64,158.5,31.7,33.04,28.73,4.49,0.83,0.6,8.26,1.0,0.95,0.13,654,1260.29,3.11,1616,2.14,171.08,3.71,4.07,201.11,153.64,158.5,31.7,33.04,28.73,4.49,0.83,0.6,8.26,1.0,0.95,0.13,654,1260.29,3.97,3295,3.0,162.47,5.78,4.15,198.77,140.2,148.44,33.48,31.43,27.63,1.8,0.86,0.27,8.34,0.97,0.76,0.17,952,896.74,3.53,3962,2.87,168.8,5.51,3.79,204.11,147.48,154.8,33.41,34.17,29.85,2.06,0.87,0.23,8.35,0.87,0.84,0.16,954,808.23,3.53,3962,2.87,168.8,5.51,3.79,204.11,147.48,154.8,33.41,34.17,29.85,2.06,0.87,0.23,8.35,0.87,0.84,0.16,954,808.23
94,asphalt ,2.3,1154,1.35,58.64,2.16,2.58,47.38,62.2,66.35,6.62,5.71,6.07,2.38,0.37,0.73,6.41,1.65,0.77,-0.14,350,3101.71,2.99,3506,1.64,58.87,2.64,3.94,48.01,62.25,66.33,7.99,8.0,8.39,4.63,0.47,0.63,6.72,1.02,0.97,-0.13,934,2915.07,3.63,3973,2.19,57.26,3.47,4.26,47.4,60.05,64.32,9.62,10.36,10.48,3.11,0.61,0.51,6.96,1.04,0.95,-0.12,1074,2367.96,3.18,9808,1.82,62.16,2.33,3.96,51.49,65.38,69.61,15.38,16.69,16.63,3.9,0.65,0.7,7.3,1.25,0.95,-0.12,1570,1559.67,5.96,19040,4.87,61.96,8.39,6.28,51.48,65.04,69.35,16.76,17.4,17.33,1.88,0.64,0.34,7.36,0.86,0.92,-0.12,3466,1572.33,5.96,19040,4.87,61.96,8.39,6.28,51.48,65.04,69.35,16.76,17.4,17.33,1.88,0.64,0.34,7.36,0.86,0.92,-0.12,3466,1572.33,5.96,19040,4.87,61.96,8.39,6.28,51.48,65.04,69.35,16.76,17.4,17.33,1.88,0.64,0.34,7.36,0.86,0.92,-0.12,3466,1572.33
95,tree ,1.26,216,1.03,118.06,1.39,1.5,177.24,79.63,97.32,21.07,10.37,10.89,3.0,0.78,0.81,7.11,1.45,0.88,0.38,88,1915.77,1.25,243,0.95,113.51,1.23,1.44,169.71,76.85,93.96,29.44,12.74,14.19,3.0,0.84,0.88,7.24,1.54,0.85,0.38,90,1241.43,1.25,243,0.95,113.51,1.23,1.44,169.71,76.85,93.96,29.44,12.74,14.19,3.0,0.84,0.88,7.24,1.54,0.85,0.38,90,1241.43,4.3,1561,2.5,94.61,3.93,4.57,116.31,78.47,89.04,47.46,31.46,31.71,1.8,0.88,0.41,8.85,1.19,0.73,0.19,722,886.9,3.35,2530,2.18,101.63,3.25,3.43,118.73,88.16,98.0,56.79,46.36,45.8,1.41,0.92,0.49,8.89,1.5,0.52,0.15,690,599.36,3.35,2530,2.18,101.63,3.25,3.43,118.73,88.16,98.0,56.79,46.36,45.8,1.41,0.92,0.49,8.89,1.5,0.52,0.15,690,599.36,3.35,2530,2.18,101.63,3.25,3.43,118.73,88.16,98.0,56.79,46.36,45.8,1.41,0.92,0.49,8.89,1.5,0.52,0.15,690,599.36
96,shadow ,3.59,485,2.62,55.5,5.37,4.15,62.19,48.92,55.39,14.73,10.88,10.89,2.78,0.59,0.24,7.37,0.85,0.88,0.12,366,3406.69,3.2,2114,2.58,54.64,4.66,4.95,60.61,48.21,55.09,18.91,13.64,13.78,7.19,0.73,0.39,8.1,0.61,0.99,0.11,910,2145.92,3.2,2237,2.43,55.96,4.4,4.91,62.51,49.08,56.28,21.39,14.72,15.2,7.19,0.75,0.38,8.2,0.64,0.98,0.12,928,1900.1,3.18,2629,2.63,61.76,4.52,4.56,70.6,53.54,61.12,30.98,19.96,20.86,5.94,0.82,0.42,8.52,0.71,0.97,0.14,936,1248.18,3.23,4139,2.54,71.13,4.34,4.55,81.44,62.32,69.62,37.18,28.64,29.01,5.68,0.87,0.46,8.94,0.76,0.97,0.13,1170,987.05,3.23,4139,2.54,71.13,4.34,4.55,81.44,62.32,69.62,37.18,28.64,29.01,5.68,0.87,0.46,8.94,0.76,0.97,0.13,1170,987.05,3.23,4139,2.54,71.13,4.34,4.55,81.44,62.32,69.62,37.18,28.64,29.01,5.68,0.87,0.46,8.94,0.76,0.97,0.13,1170,987.05
97,concrete ,2.3,788,1.63,238.64,2.39,2.33,211.52,252.11,252.29,7.95,4.44,4.33,1.18,0.49,0.67,6.69,1.79,0.39,-0.09,262,3155.18,2.06,1101,1.49,235.87,1.91,2.11,209.89,248.38,249.36,11.75,11.64,10.86,1.14,0.59,0.74,7.17,1.93,0.46,-0.08,280,2480.96,2.2,3333,1.56,237.2,2.17,2.76,210.03,250.72,250.85,12.27,8.84,8.45,3.91,0.7,0.67,7.22,1.16,0.96,-0.09,638,1742.52,2.2,3333,1.56,237.2,2.17,2.76,210.03,250.72,250.85,12.27,8.84,8.45,3.91,0.7,0.67,7.22,1.16,0.96,-0.09,638,1742.52,4.2,10151,2.54,238.86,4.55,4.23,213.65,251.41,251.51,10.44,7.27,6.81,1.07,0.68,0.22,7.08,1.14,0.29,-0.08,1706,1815.76,4.2,10151,2.54,238.86,4.55,4.23,213.65,251.41,251.51,10.44,7.27,6.81,1.07,0.68,0.22,7.08,1.14,0.29,-0.08,1706,1815.76,4.04,10846,2.47,237.97,4.26,4.05,210.87,251.47,251.58,15.37,7.1,6.65,1.07,0.8,0.29,7.26,1.21,0.29,-0.09,1688,1072.98
98,grass ,1.35,83,0.72,79.27,1.81,1.48,113.05,56.71,68.05,14.22,13.65,13.24,1.5,0.54,0.76,6.11,1.73,0.41,0.33,54,3382.13,2.67,686,1.43,89.44,2.04,3.21,124.81,66.5,77.01,24.01,16.87,16.94,3.5,0.83,0.63,8.07,1.23,0.9,0.3,336,1371.94,2.45,1243,1.73,84.58,2.17,2.88,117.19,63.51,73.04,29.17,19.55,19.79,3.16,0.89,0.69,8.47,1.31,0.89,0.3,406,842.07,2.45,1243,1.73,84.58,2.17,2.88,117.19,63.51,73.04,29.17,19.55,19.79,3.16,0.89,0.69,8.47,1.31,0.89,0.3,406,842.07,2.45,1243,1.73,84.58,2.17,2.88,117.19,63.51,73.04,29.17,19.55,19.79,3.16,0.89,0.69,8.47,1.31,0.89,0.3,406,842.07,2.45,1243,1.73,84.58,2.17,2.88,117.19,63.51,73.04,29.17,19.55,19.79,3.16,0.89,0.69,8.47,1.31,0.89,0.3,406,842.07,3.28,4526,1.62,92.82,2.85,3.46,116.59,76.18,85.69,46.9,33.62,33.53,1.81,0.94,0.69,9.02,1.67,0.71,0.21,932,438.02
99,soil ,2.26,397,1.63,236.16,3.43,2.38,233.62,238.42,236.43,8.41,10.71,11.52,1.62,0.47,0.69,6.75,1.66,0.45,-0.01,190,3241.68,2.81,488,1.86,234.81,3.03,2.99,232.51,236.72,235.2,8.88,11.26,11.57,1.76,0.51,0.52,6.87,1.5,0.52,-0.01,264,3107.28,4.32,5689,2.37,238.29,5.4,4.41,221.07,246.47,247.34,13.61,11.83,10.76,1.45,0.74,0.6,7.63,1.48,0.57,-0.05,1330,1673.67,4.36,9139,2.01,238.1,4.66,4.58,220.3,246.72,247.3,12.31,11.87,11.21,1.88,0.74,0.58,7.51,1.5,0.78,-0.06,1752,1703.74,4.36,9139,2.01,238.1,4.66,4.58,220.3,246.72,247.3,12.31,11.87,11.21,1.88,0.74,0.58,7.51,1.5,0.78,-0.06,1752,1703.74,4.1,9413,1.98,236.67,4.54,4.31,219.42,245.01,245.57,14.19,16.02,15.55,1.87,0.75,0.57,7.57,1.49,0.8,-0.06,1672,1391.66,4.1,9413,1.98,236.67,4.54,4.31,219.42,245.01,245.57,14.19,16.02,15.55,1.87,0.75,0.57,7.57,1.49,0.8,-0.06,1672,1391.66
100,car ,1.32,78,0.91,227.78,1.38,1.64,196.65,242.55,244.13,14.04,13.92,12.81,3.0,0.37,0.84,6.08,1.45,0.82,-0.1,58,5319.39,3.29,272,1.96,189.02,2.47,3.49,164.78,199.14,203.13,35.2,39.78,37.98,1.52,0.54,0.24,7.67,1.2,0.55,-0.09,230,4082.67,2.85,380,1.54,165.31,1.77,3.0,142.71,174.52,178.7,47.49,52.82,51.66,1.52,0.69,0.54,7.94,1.53,0.53,-0.1,234,2169.52,3.03,713,1.49,144.64,1.77,3.41,125.02,151.85,157.06,52.51,59.54,57.87,2.39,0.73,0.58,8.4,1.51,0.74,-0.1,364,1789.08,6.41,4903,3.26,148.81,6.03,6.96,156.36,144.36,145.72,50.37,53.03,47.61,2.23,0.83,0.21,9.3,0.87,0.88,0.04,1950,1226.08,6.58,5428,3.07,153.34,5.44,7.19,159.76,149.54,150.73,50.03,53.7,48.68,2.23,0.84,0.29,9.25,0.94,0.88,0.03,2120,1170.97,6.58,5428,3.07,153.34,5.44,7.19,159.76,149.54,150.73,50.03,53.7,48.68,2.23,0.84,0.29,9.25,0.94,0.88,0.03,2120,1170.97
101,shadow ,2.93,604,2.07,53.47,3.19,3.46,43.95,53.71,62.77,5.87,6.44,6.38,3.05,0.35,0.57,6.27,1.21,0.86,-0.1,340,3769.86,2.28,1373,1.31,50.13,2.06,2.55,41.89,49.81,58.69,5.92,6.86,7.03,2.51,0.4,0.8,6.32,1.74,0.76,-0.09,378,3289.37,2.19,2996,0.88,49.83,1.77,2.54,45.09,48.29,56.1,10.45,11.71,12.38,3.01,0.75,0.77,6.88,1.55,0.86,-0.03,556,1413.49,2.19,2996,0.88,49.83,1.77,2.54,45.09,48.29,56.1,10.45,11.71,12.38,3.01,0.75,0.77,6.88,1.55,0.86,-0.03,556,1413.49,2.1,3236,0.97,51.87,1.72,2.48,46.71,50.52,58.38,13.3,15.84,16.1,3.12,0.79,0.77,7.04,1.53,0.88,-0.04,564,1057.78,2.24,4008,0.9,55.19,1.76,2.5,57.05,50.17,58.35,26.84,15.48,15.93,2.46,0.94,0.78,7.66,1.7,0.82,0.06,632,441.98,2.24,4008,0.9,55.19,1.76,2.5,57.05,50.17,58.35,26.84,15.48,15.93,2.46,0.94,0.78,7.66,1.7,0.82,0.06,632,441.98
102,car ,1.27,91,0.97,231.38,1.39,1.47,207.92,241.74,244.48,21.41,20.4,18.69,2.19,0.48,0.87,6.23,1.6,0.74,-0.08,56,4219.69,1.33,97,1.12,227.19,1.32,1.42,203.95,237.23,240.38,27.63,28.36,26.18,2.0,0.5,0.85,6.29,1.67,0.7,-0.08,56,3806.36,1.33,97,1.12,227.19,1.32,1.42,203.95,237.23,240.38,27.63,28.36,26.18,2.0,0.5,0.85,6.29,1.67,0.7,-0.08,56,3806.36,1.33,97,1.12,227.19,1.32,1.42,203.95,237.23,240.38,27.63,28.36,26.18,2.0,0.5,0.85,6.29,1.67,0.7,-0.08,56,3806.36,1.33,97,1.12,227.19,1.32,1.42,203.95,237.23,240.38,27.63,28.36,26.18,2.0,0.5,0.85,6.29,1.67,0.7,-0.08,56,3806.36,1.33,97,1.12,227.19,1.32,1.42,203.95,237.23,240.38,27.63,28.36,26.18,2.0,0.5,0.85,6.29,1.67,0.7,-0.08,56,3806.36,1.33,97,1.12,227.19,1.32,1.42,203.95,237.23,240.38,27.63,28.36,26.18,2.0,0.5,0.85,6.29,1.67,0.7,-0.08,56,3806.36
103,tree ,1.66,328,0.9,237.5,1.73,1.74,211.47,250.57,250.48,6.5,4.95,4.99,1.6,0.47,0.83,6.38,1.94,0.54,-0.08,126,3312.05,2.43,2415,1.7,230.35,2.35,2.72,203.15,244.11,243.79,9.02,8.84,9.08,2.54,0.61,0.71,6.97,1.5,0.78,-0.09,534,2327.73,4.21,10373,2.53,230.92,6.57,4.49,203.86,244.29,244.6,10.02,9.22,9.04,1.98,0.66,0.41,7.05,1.12,0.78,-0.09,1828,1953.06,4.27,10558,2.51,230.68,6.45,4.53,203.84,243.94,244.25,10.21,9.97,9.75,1.98,0.67,0.41,7.08,1.13,0.79,-0.09,1862,1925.39,5.16,14351,3.18,230.92,7.05,5.28,204.17,244.15,244.44,10.28,9.89,9.77,1.48,0.7,0.31,7.07,1.1,0.19,-0.09,2528,1765.89,5.16,14351,3.18,230.92,7.05,5.28,204.17,244.15,244.44,10.28,9.89,9.77,1.48,0.7,0.31,7.07,1.1,0.19,-0.09,2528,1765.89,5.16,14351,3.18,230.92,7.05,5.28,204.17,244.15,244.44,10.28,9.89,9.77,1.48,0.7,0.31,7.07,1.1,0.19,-0.09,2528,1765.89
104,grass ,2.35,196,1.31,165.13,2.45,2.61,198.4,143.8,153.18,7.98,6.91,6.43,1.88,0.7,0.67,6.34,1.54,0.68,0.16,146,2266.74,3.22,586,2.01,161.05,2.85,3.39,193.95,140.4,148.81,9.97,8.05,7.37,1.69,0.81,0.46,6.89,1.31,0.71,0.16,328,1296.6,3.76,3421,1.68,155.1,2.8,4.31,187.0,135.41,142.9,11.44,11.69,10.34,2.76,0.84,0.6,7.29,1.36,0.85,0.16,1008,1095.19,2.87,3944,1.38,157.43,2.43,3.26,187.99,138.86,145.43,11.3,14.31,11.9,2.77,0.84,0.71,7.28,1.52,0.85,0.15,820,1115.7,2.87,3944,1.38,157.43,2.43,3.26,187.99,138.86,145.43,11.3,14.31,11.9,2.77,0.84,0.71,7.28,1.52,0.85,0.15,820,1115.7,2.87,3944,1.38,157.43,2.43,3.26,187.99,138.86,145.43,11.3,14.31,11.9,2.77,0.84,0.71,7.28,1.52,0.85,0.15,820,1115.7,2.76,29548,1.21,154.31,2.39,2.82,198.08,124.97,139.87,11.72,13.37,10.86,1.44,0.84,0.77,7.3,2.05,0.46,0.23,1940,1060.27
105,tree ,1.53,232,0.64,143.15,1.93,1.61,208.58,102.52,118.36,17.25,10.83,10.41,1.63,0.86,0.81,6.91,1.93,0.47,0.34,98,935.99,1.57,300,0.48,139.08,1.72,1.67,203.84,99.0,114.4,18.67,13.1,13.42,1.85,0.85,0.84,7.2,1.93,0.57,0.35,116,1038.38,1.27,563,0.56,149.55,1.55,1.31,206.56,113.88,128.22,20.29,20.63,20.46,1.03,0.86,0.85,7.63,2.2,0.03,0.29,124,951.98,1.27,563,0.56,149.55,1.55,1.31,206.56,113.88,128.22,20.29,20.63,20.46,1.03,0.86,0.85,7.63,2.2,0.03,0.29,124,951.98,2.84,1758,1.76,162.9,2.76,3.63,198.08,140.29,150.35,40.87,41.37,38.32,4.16,0.88,0.62,8.44,1.07,0.94,0.17,608,813.89,2.27,3212,1.37,143.95,2.18,2.63,180.52,120.69,130.63,43.89,44.8,42.11,2.87,0.9,0.76,8.95,1.52,0.88,0.2,596,701.1,2.27,3212,1.37,143.95,2.18,2.63,180.52,120.69,130.63,43.89,44.8,42.11,2.87,0.9,0.76,8.95,1.52,0.88,0.2,596,701.1
106,grass ,1.5,305,0.86,189.74,1.5,1.55,214.01,178.93,176.29,9.58,11.83,8.48,1.26,0.66,0.83,6.73,1.99,0.32,0.09,108,2115.66,1.5,305,0.86,189.74,1.5,1.55,214.01,178.93,176.29,9.58,11.83,8.48,1.26,0.66,0.83,6.73,1.99,0.32,0.09,108,2115.66,3.47,1123,3.29,192.7,4.61,3.52,216.65,180.51,180.95,25.86,28.33,24.98,1.06,0.76,0.47,7.75,1.3,0.57,0.09,472,1094.74,3.38,2180,2.72,196.32,3.26,3.41,217.26,185.96,185.72,25.41,36.53,32.43,1.14,0.76,0.66,7.97,1.74,0.34,0.08,636,1130.29,3.11,2220,2.7,193.89,3.2,3.17,214.57,183.81,183.29,32.34,39.71,36.93,1.14,0.79,0.67,8.0,1.76,0.33,0.08,598,856.76,3.11,2220,2.7,193.89,3.2,3.17,214.57,183.81,183.29,32.34,39.71,36.93,1.14,0.79,0.67,8.0,1.76,0.33,0.08,598,856.76,3.76,3527,1.98,198.49,2.35,3.8,202.45,198.33,194.7,33.07,38.86,36.32,1.02,0.87,0.6,8.4,1.73,0.38,0.01,902,814.81
107,building ,1.3,1024,0.58,183.93,1.39,1.64,169.57,209.61,172.6,6.15,6.37,6.8,3.95,0.38,0.89,6.46,1.63,0.86,-0.11,210,3703.39,1.3,1024,0.58,183.93,1.39,1.64,169.57,209.61,172.6,6.15,6.37,6.8,3.95,0.38,0.89,6.46,1.63,0.86,-0.11,210,3703.39,1.3,1024,0.58,183.93,1.39,1.64,169.57,209.61,172.6,6.15,6.37,6.8,3.95,0.38,0.89,6.46,1.63,0.86,-0.11,210,3703.39,1.79,1973,1.66,175.3,2.1,1.94,163.62,196.96,165.31,22.7,20.82,21.75,2.14,0.82,0.65,7.71,1.48,0.82,-0.09,344,1181.51,1.81,2367,1.46,181.57,1.99,1.91,170.28,201.13,173.29,26.43,22.44,27.84,1.88,0.85,0.72,8.09,1.66,0.74,-0.08,372,1032.13,1.81,2367,1.46,181.57,1.99,1.91,170.28,201.13,173.29,26.43,22.44,27.84,1.88,0.85,0.72,8.09,1.66,0.74,-0.08,372,1032.13,1.81,2367,1.46,181.57,1.99,1.91,170.28,201.13,173.29,26.43,22.44,27.84,1.88,0.85,0.72,8.09,1.66,0.74,-0.08,372,1032.13
